date,open,high,low,close,volatility,volume,marketcap,google_trends,gold,silver,platinum,palladium,oil,usd_eur,usd_jpy,usd_gbp,usd_cny,usd_chf,SP500,Dow_Jones,Nasdaq,Russel_2000,FTSE_100,Nikkei,SSE,Eurostoxx,VIX,NVDA,GOOG,num_of_TXN,TXN_per_block,est_TXN_vol,cost_per_TXN,total_TXN_fees,usd_trade_vol,hash_rate,avg_block_size,difficulty,num_unique_addr,miners_revenue
15/1/11,0.4,0.4,0.385,0.386,0.038221213,591.15,2056860,0.019074252,1367,28.52,1811,795,91.53,1.334899902,0.012084592,1.584800124,0.151754275,1.034447074,1293.23999,11787.37988,21.70322609,807.5700073,6002.100098,10499.04004,2791.343994,2920.399902,15.46000004,21.83289719,310.0732727,932,5,19660,3.690987124,0.043951096,803.5836,0.157644927,0.001606825,18437.64439,1094,3440
16/1/11,0.386,0.4,0.386,0.3868,0.035627178,1085.16,2060320,0.019074252,1367,28.52,1811,795,91.53,1.334899902,0.012084592,1.584800124,0.151754275,1.034447074,1293.23999,11787.37988,21.70322609,807.5700073,6002.100098,10499.04004,2791.343994,2920.399902,15.46000004,21.83289719,310.0732727,1027,5,5692,3.369036027,0.031340032,410.5024,0.158561467,0.00188725,18437.64439,1250,3460
17/1/11,0.3868,0.3868,0.315,0.3495,0.205335125,6360.69,2063780,0.019074252,1360.5,28.19,1803,790,91.53,1.334899902,0.012084592,1.584800124,0.151754275,1.034447074,1293.23999,11787.37988,21.70322609,807.5700073,5985.700195,10502.86035,2706.659912,2910.629883,15.46000004,21.83289719,310.0732727,816,8,21248,4.240196078,0.061105712,2393.5536,0.158561467,0.00130155,18437.64439,1080,3460
18/1/11,0.3495,0.3495,0.305,0.313,0.136191785,4950.51,1998640.628,0.019074252,1369.5,28.79,1824,805,91.38,1.337100029,0.012119743,1.599300027,0.151765794,1.041449666,1295.02002,11837.92969,21.72994614,807.5599976,6056.399902,10518.98047,2708.979004,2945.620117,15.86999989,21.32387161,317.7483521,870,6,17351,3.467772414,0.014575605,5974.913384,0.142980283,0.001669994,18437.64439,1200,3016.962
19/1/11,0.313,0.313,0.305,0.313,0.025891414,2247.62,1760391.61,0.019074252,1372,29.32,1845,824,90.85,1.350600123,0.012161011,1.599300027,0.151779622,1.042535424,1281.920044,11825.29004,21.17778969,786.8900146,5976.700195,10557.09961,2758.096924,2923.76001,17.30999947,20.74079895,313.8338013,967,7,14224,3.112600827,0.021507598,5956.860343,0.162227629,0.001589996,18437.64439,1281,3009.885
20/1/11,0.313,0.39,0.31,0.39,0.229574442,6900.05,1905303.75,0.019074252,1345.5,28.41,1809,805,88.56,1.347200155,0.012172855,1.598999977,0.151784211,1.047559261,1280.26001,11822.7998,21.38261795,778.0800171,5867.899902,10437.30957,2677.6521,2927.419922,17.98999977,20.75930595,311.3598938,847,6,14375,3.644628099,0.046807251,6592.028677,0.153978766,0.001401504,18437.64439,1125,3087
21/1/11,0.39,0.44,0.368,0.4199,0.178691789,3351.62,2285096,0.019074252,1343.5,27.14,1817,814,88.22,1.352100015,0.012043839,1.592900038,0.151777312,1.036699176,1283.349976,11871.83984,21.64088058,773.1799927,5896.299805,10274.51953,2715.293945,2970.560059,18.46999931,20.56494331,303.9381714,1047,5,9737,3.740210124,0.009013734,6360.46884,0.163144169,0.001736571,18437.64439,1354,3916
22/1/11,0.4199,0.4443,0.39,0.4443,0.130353271,4513.91,2236167.84,0.019074252,1343.5,27.14,1817,814,88.22,1.352100015,0.012043839,1.592900038,0.151777312,1.036699176,1283.349976,11871.83984,21.64088058,773.1799927,5896.299805,10274.51953,2715.293945,2970.560059,18.46999931,20.56494331,303.9381714,1431,5,12943,2.463438155,0.197215933,3326.660348,0.150312605,0.003073099,18437.64439,1742,3525.18
23/1/11,0.4443,0.4443,0.42,0.4424,0.056245299,505.83,2314847.43,0.019074252,1343.5,27.14,1817,814,88.22,1.352100015,0.012043839,1.592900038,0.151777312,1.036699176,1283.349976,11871.83984,21.64088058,773.1799927,5896.299805,10274.51953,2715.293945,2970.560059,18.46999931,20.56494331,303.9381714,1073,6,18353,3.519617894,0.129062823,1393.725114,0.155811847,0.002190192,18437.64439,1397,3776.55
24/1/11,0.4424,0.4424,0.381,0.4199,0.149415075,4516.68,2312061.3,0.019074252,1343,27.56,1822,816,86.74,1.357100129,0.012081672,1.594199896,0.151784211,1.042644143,1290.839966,11980.51953,21.87243652,779.2800293,5943.899902,10345.11035,2695.718994,2979.060059,17.64999962,22.88798904,303.5656128,1334,8,14463,2.988755622,0.136913221,2980.879664,0.164977249,0.002266698,18437.64439,1682,3987
25/1/11,0.4199,0.425,0.4,0.41,0.060624622,901.25,2221432.5,0.019074252,1324,26.7,1787,786,85.08,1.359599829,0.012131506,1.578900099,0.151788831,1.056859016,1291.180054,11977.19043,21.64088058,779.960022,5917.700195,10464.41992,2677.431885,2957.780029,17.59000015,22.18460083,307.9520569,965,13,9593,3.435233161,0.0595,2972.04455,0.142980283,0.001837021,18437.64439,1282,3315
26/1/11,0.41,0.42,0.3904,0.417,0.073082857,6315.95,2225576.25,0.038148503,1328,27.1,1791,790,86.15,1.368100047,0.01218769,1.585899949,0.151795745,1.060445309,1296.630005,11985.44043,21.82790756,793.7199707,5969.200195,10401.90039,2708.813965,2967.780029,16.63999939,22.71213913,306.2580872,985,12,8354,4.206852792,0.054850156,3600.406625,0.178725353,0.00140284,18437.64439,1192,4143.75
27/1/11,0.417,0.45,0.4085,0.4212,0.096755668,12086.9,2189116.91,0.019074252,1334.5,27.39,1807,814,84.45,1.371600032,0.012172855,1.596099973,0.151800349,1.061571121,1299.540039,11989.83008,22.45130539,795.4299927,5965.100098,10478.66016,2749.149902,2989.75,16.14999962,22.64735413,306.4021606,900,5,244197,3.710222222,0.204526,4439.124132,0.175078626,0.001842153,22012.38134,1184,3339.2
28/1/11,0.4212,0.446,0.4212,0.446,0.057211172,2301.77,2363760,0.019074252,1319,26.68,1784,806,88.15,1.370999932,0.012088975,1.592399955,0.151676014,1.06022048,1276.339966,11823.7002,21.81899643,775.4000244,5881.399902,10360.33984,2752.75,2954.129883,20.04000092,21.99023819,298.5531921,1036,6,75983,3.540057915,0.0585,12566.61135,0.17836135,0.001895717,22012.38134,1329,3667.5
29/1/11,0.446,0.445,0.43,0.439,0.034289073,643.63,2346093.8,0.019074252,1319,26.68,1784,806,88.15,1.370999932,0.012088975,1.592399955,0.151676014,1.06022048,1276.339966,11823.7002,21.81899643,775.4000244,5881.399902,10360.33984,2752.75,2954.129883,20.04000092,21.99023819,298.5531921,1290,5,9028,2.593023256,0.139132412,1534.340796,0.164136212,0.002796828,22012.38134,1642,3345
30/1/11,0.439,0.48,0.445,0.4799,0.075711822,4775.81,2528880,0.019074252,1319,26.68,1784,806,88.15,1.370999932,0.012088975,1.592399955,0.151676014,1.06022048,1276.339966,11823.7002,21.81899643,775.4000244,5881.399902,10360.33984,2752.75,2954.129883,20.04000092,21.99023819,298.5531921,2203,4,7112,1.786654562,0.106122182,4618.87344,0.179455591,0.003824379,22012.38134,2494,3936
31/1/11,0.4799,0.95,0.47,0.52,0.70372929,32708.4,2638000,0.019074252,1327,27.75,1781,806,90.99,1.369199991,0.01218769,1.589100003,0.151765794,1.060333014,1286.119995,11891.92969,21.80118752,781.25,5862.899902,10237.91992,2790.694092,2953.629883,19.53000069,22.13832283,298.2402344,1815,4,11063,2.066942149,1.695,5127.3955,0.164136212,0.005491333,22012.38134,2162,3751.5
1/2/11,0.52,0.85,0.5201,0.7,0.491215249,23264.18,5020702.5,0.019074252,1331.5,28.32,1812,822,89.54,1.375499964,0.012192149,1.610999942,0.15183723,1.062473416,1307.589966,12040.16016,22.55817413,798.8900146,5957.799805,10274.5,2798.959961,3006.810059,17.62999916,22.64735413,303.5457153,985,4,62654,8.631979695,0.647033486,70422.8274,0.195869213,0.002123572,22012.38134,1311,8502.5
2/2/11,0.7,0.76,0.69,0.716,0.096626836,4126.02,4446686.012,0.019074252,1337,28.27,1830,819,89.78,1.380299926,0.012269938,1.6201998,0.15183723,1.064622641,1304.030029,12041.96973,23.60904884,796.1599731,6000.100098,10457.36035,2798.959961,3012.699951,17.29999924,23.67468452,304.0226135,1004,4,70019,6.777691135,0.23522772,12758.26932,0.177267109,0.00227323,22012.38134,1283,6804.8019
3/2/11,0.716,0.75,0.6501,0.69,0.142947009,6064.12,3975375,0.019074252,1328,28.3,1828,808,89.42,1.374500036,0.012248898,1.621500015,0.15183723,1.058761239,1307.099976,12062.25977,23.27954102,798.6300049,5983.299805,10431.36035,2798.959961,2995.48999,16.69000053,23.23043251,303.1036072,777,4,28485,7.191119691,0.088642305,6046.44375,0.16304197,0.001540363,22012.38134,975,5587.5
4/2/11,0.69,0.88,0.67,0.811,0.272644195,33965.74,4672800,0,1355,28.91,1838,813,87.87,1.363100171,0.012257906,1.611899972,0.15183723,1.054296255,1310.869995,12092.15039,23.65357971,800.1099854,5997.399902,10543.51953,2798.959961,3003.189941,15.93000031,23.75797462,303.5159302,918,5,23600,9.106753813,0.075561508,28553.00976,0.207905868,0.001455407,22012.38134,1134,8360
5/2/11,0.811,0.92,0.8115,0.92,0.125489283,13634.2,4876064.805,0.019074252,1355,28.91,1838,813,87.87,1.363100171,0.012257906,1.611899972,0.15183723,1.054296255,1310.869995,12092.15039,23.65357971,800.1099854,5997.399902,10543.51953,2798.959961,3003.189941,15.93000031,23.75797462,303.5159302,887,9,43393,9.456375423,0.19800335,24646.00202,0.200246178,0.001501917,22012.38134,1094,8387.805
6/2/11,0.92,0.92,0.83,0.8997,0.102947969,7608.77,4901668,0.019074252,1355,28.91,1838,813,87.87,1.363100171,0.012257906,1.611899972,0.15183723,1.054296255,1310.869995,12092.15039,23.65357971,800.1099854,5997.399902,10543.51953,2798.959961,3003.189941,15.93000031,23.75797462,303.5159302,857,12,22269,9.393232205,0.1196,4343.53712,0.191492247,0.001591851,22012.38134,1060,8050
7/2/11,0.8997,0.9,0.83,0.89,0.080969063,1949.54,4835608.47,0.019074252,1347.5,29.21,1845,820,86.3,1.355300069,0.012161011,1.610399842,0.15183723,1.042752862,1319.050049,12161.62988,23.84950256,808.3200073,6051,10592.04004,2798.959961,3031.179932,16.28000069,22.76767731,305.1602173,911,10,106124,10.24177278,0.175261222,6098.378769,0.225413731,0.001286595,22012.38134,1094,9330.255
8/2/11,0.89,0.918,0.8617,0.918,0.063290208,6306.77,4812120,0.019074252,1363.5,29.42,1848,823,85.85,1.36349988,0.012152145,1.612200141,0.15183723,1.048108101,1324.569946,12233.15039,23.01236725,813.6900024,6091.299805,10635.98047,2798.959961,3042.5,15.81000042,22.09204674,307.1920166,842,9,26738,9.19239905,0.288441675,4071.375,0.222286199,0.00145753,25997.87993,1053,7740
9/2/11,0.918,1.09,0.82,1.09,0.284628635,47455.01,5007813.25,0.019074252,1365,30.22,1858,835,85.59,1.36469996,0.012143291,1.606000066,0.151860282,1.035840034,1320.880005,12239.88965,24.56195831,809.2700195,6052.299805,10617.83008,2774.064941,3031.620117,15.86999989,21.55524826,306.2580872,1033,10,25392,8.281945789,0.042465157,8980.208435,0.236502177,0.001598957,25997.87993,1387,8555.25
10/2/11,1.09,1.1,0.8,0.9803,0.318453731,25568.81,5901940,0.11444551,1353.25,29.8,1831,822,85.44,1.360399961,0.012116807,1.605600119,0.151862592,1.038098216,1321.869995,12229.29004,24.77569962,812.7000122,6020,10605.65039,2818.163086,3025.679932,16.09000015,21.12025261,306.2282715,1866,10,72572,5.57073955,0.883348488,72060.0309,0.244256346,0.003224898,25997.87993,2797,10395
11/2/11,0.9803,1.09,0.9264,1.07,0.162626868,13213.54,5409887.175,0.152594013,1364,30,1829,822,84.39,1.352399826,0.012116807,1.598700047,0.151625425,1.026588678,1329.150024,12273.25977,25.04287338,822.1099854,6062.899902,10605.65039,2827.327881,3024.360107,15.68999958,21.72184372,310.2322388,2433,8,45157,3.950709001,0.512416065,10896.31163,0.24684107,0.003662074,25997.87993,3757,9612.075
12/2/11,1.07,1.08,0.9906,1.08,0.0864055,4353.79,5868512.055,0.095371258,1364,30,1829,822,84.39,1.352399826,0.012116807,1.598700047,0.151625425,1.026588678,1329.150024,12273.25977,25.04287338,822.1099854,6062.899902,10605.65039,2827.327881,3024.360107,15.68999958,21.72184372,310.2322388,1903,9,36859,5.440909091,0.688674394,10715.07284,0.245548708,0.002985999,25997.87993,2918,10354.05
13/2/11,1.08,1.08,1.02,1.05,0.057158414,3398.3,5826222,0.076297006,1364,30,1829,822,84.39,1.352399826,0.012116807,1.598700047,0.151625425,1.026588678,1329.150024,12273.25977,25.04287338,822.1099854,6062.899902,10605.65039,2827.327881,3024.360107,15.68999958,21.72184372,310.2322388,1841,9,21840,5.983704508,0.3456,4282.82532,0.263641771,0.002520874,25997.87993,2608,11016
14/2/11,1.05,1.08,1.03,1.07,0.047402239,7532.41,5836266,0.076297006,1365,30.16,1830,824,83.66,1.344000101,0.012020675,1.60010016,0.151549593,1.028806567,1332.319946,12268.19043,26.39652824,825.9000244,6060.100098,10725.54004,2899.134033,3018.379883,15.94999981,21.38865471,312.0454407,1978,10,29065,5.078948433,2.3004,5708.4912,0.240379262,0.00361784,25997.87993,2838,10046.16
15/2/11,1.07,1.09,1.03,1.05,0.056618894,9085.5,5874786.75,0.038148503,1372.75,30.72,1842,845,83.13,1.350999951,0.012007685,1.611999989,0.151678324,1.031459451,1328.01001,12226.63965,25.18536186,820.0300293,6037.100098,10746.66992,2899.237061,3030.459961,16.37000084,20.87036705,310.0583801,2267,9,54031,5.073224526,0.9114,11014.97534,0.273980664,0.003263438,25997.87993,3046,11501
16/2/11,1.05,1.05,1.02,1.05,0.028987537,7465.03,5698435.959,0.057222755,1371.25,30.77,1828,840,83.8,1.350999951,0.011940299,1.60619998,0.151848763,1.033698559,1336.319946,12288.16992,25.35457039,828.3699951,6085.299805,10808.29004,2923.895996,3061.919922,16.71999931,21.63854027,310.0931396,2062,10,30500,5.882490058,0.234677484,5520.733309,0.298535534,0.002398598,25997.87993,2466,12129.6945
17/2/11,1.05,1.05,1.02,1.04,0.028987537,4184.96,5711038.239,0.057222755,1379,30.61,1834,839,85.05,1.355999947,0.011964585,1.611700177,0.151975691,1.04427731,1340.430054,12318.13965,25.58612061,834.0200195,6087.399902,10836.63965,2926.964111,3064.540039,16.59000015,23.76722908,310.6097717,2255,10,15895,5.588594235,0.654753484,4953.426972,0.310166789,0.00273279,25997.87993,3096,12602.28
18/2/11,1.04,1.04,0.7801,0.8989,0.287553876,32719.75,5722380.291,0.076297006,1383.5,31.94,1836,847,85.03,1.362700105,0.012007685,1.620499969,0.152019575,1.049648404,1343.01001,12391.25,25.90671921,834.8200073,6083,10842.7998,2899.791992,3068,16.43000031,23.72095299,313.0042114,2086,9,30662,5.437225312,0.4830874,8823.617616,0.391485055,0.002916839,36459.88693,3034,11342.052
19/2/11,0.8989,0.98,0.8376,0.949,0.157011912,3454.72,5566854,0.057222755,1383.5,31.94,1836,847,85.03,1.362700105,0.012007685,1.620499969,0.152019575,1.049648404,1343.01001,12391.25,25.90671921,834.8200073,6083,10842.7998,2899.791992,3068,16.43000031,23.72095299,313.0042114,1773,9,40214,5.062605753,0.5202,33133.5831,0.318987823,0.003276337,36459.88693,2542,8976
20/2/11,0.949,0.949,0.83,0.85,0.133983098,8503.38,5220511.922,0.038148503,1383.5,31.94,1836,847,85.03,1.362700105,0.012007685,1.620499969,0.152019575,1.049648404,1343.01001,12391.25,25.90671921,834.8200073,6083,10842.7998,2899.791992,3068,16.43000031,23.72095299,313.0042114,1698,9,29573,5.286232273,0.17188128,9690.233999,0.340736992,0.002496973,36459.88693,2492,8976.0224
21/2/11,0.85,0.8796,0.8313,0.8345,0.056476518,1435.86,4817041.44,0.076297006,1403,33.43,1847,858,85.03,1.362700105,0.012007685,1.620499969,0.152019575,1.049648404,1343.01001,12391.25,25.90671921,834.8200073,6014.799805,10857.53027,2932.246094,3012.340088,16.43000031,23.72095299,313.0042114,1969,7,24302,4.154535297,0.4398,2384.471576,0.337112131,0.002928544,36459.88693,2857,8180.28
22/2/11,0.8345,0.95,0.8313,0.8702,0.133471244,10650.29,4770941.013,0.076297006,1401,32.89,1821,836,92.65,1.366699934,0.01203804,1.615000129,0.152040377,1.06202209,1315.439941,12212.79004,24.93599701,812.960022,5996.799805,10664.7002,2855.516113,2983.330078,20.79999924,21.4812088,303.1334229,2152,8,27368,4.282848234,0.16520481,4681.003514,0.384235332,0.00287773,36459.88693,3143,9216.6894
23/2/11,0.8702,0.945,0.8681,0.9,0.084878012,6057.77,5224192.5,0.057222755,1409.25,33.29,1794,809,96.04,1.373099923,0.012070007,1.62440002,0.15191105,1.066552877,1307.400024,12105.78027,24.93599701,799.6500244,5923.5,10579.09961,2862.63501,2954.919922,22.12999916,20.4631443,303.6848145,2394,11,26253,4.821428571,0.383155891,11962.25845,0.440420687,0.002950241,36459.88693,3480,11542.5
24/2/11,0.9,1,0.9,0.9974,0.105360516,12708.12,5233806.515,0.038148503,1411.5,33.28,1772,770,95.83,1.377300143,0.012169892,1.615499973,0.151987225,1.079330802,1306.099976,12068.5,24.95380592,804.1799927,5920,10452.70996,2878.603027,2949.129883,21.31999969,20.96291733,302.4429016,1957,12,30986,5.193628002,0.149794215,6298.210311,0.387860193,0.002719269,36459.88693,2847,10163.93
25/2/11,0.9974,0.9998,0.9111,0.9111,0.092902598,4276.3,5520950,0.057222755,1402.5,32.54,1791,785,96.52,1.376199961,0.012202563,1.609599948,0.152075067,1.077237964,1319.880005,12130.4502,25.30113602,821.9500122,6001.200195,10526.75977,2878.564941,2985.02002,19.21999931,21.39791107,303.0489502,2134,17,31889,5.201499531,0.26097152,11143.499,0.40235964,0.002773654,36459.88693,3067,11100
26/2/11,0.9111,0.97,0.9106,0.958,0.063192349,4452.63,5470235.495,0.057222755,1402.5,32.54,1791,785,96.52,1.376199961,0.012202563,1.609599948,0.152075067,1.077237964,1319.880005,12130.4502,25.30113602,821.9500122,6001.200195,10526.75977,2878.564941,2985.02002,19.21999931,21.39791107,303.0489502,1964,16,52359,6.316963264,0.702372652,5365.168617,0.454920133,0.002394042,36459.88693,2901,12406.51585
27/2/11,0.958,0.958,0.89,0.89,0.073626315,21576.82,5325168,0.057222755,1402.5,32.54,1791,785,96.52,1.376199961,0.012202563,1.609599948,0.152075067,1.077237964,1319.880005,12130.4502,25.30113602,821.9500122,6001.200195,10526.75977,2878.564941,2985.02002,19.21999931,21.39791107,303.0489502,2261,10,78056,5.753206546,0.7104,21026.42112,0.748873252,0.002494302,55589.51813,3198,13008
28/2/11,0.89,0.92,0.845,0.86,0.085037043,4108.6,5273357.897,0.076297006,1411,33.49,1804,790,97.1,1.383399844,0.012239902,1.623400092,0.15208663,1.077237964,1327.219971,12226.33984,25.47925186,823.4500122,5994,10624.08984,2905.052979,3013.090088,18.35000038,20.97217751,304.7181091,1932,7,24184,4.102525285,0.510547472,5746.40242,0.461482779,0.003356865,55589.51813,2706,7926.07885
1/3/11,0.86,0.97,0.8502,0.9202,0.131824456,21413.43,5395043,0.095371258,1420.75,34.37,1828,812,99.63,1.382500052,0.012205541,1.62770009,0.152193099,1.075153232,1306.329956,12058.01953,24.65101814,807.0800171,5935.799805,10754.03027,2918.919922,2983.27002,21.01000023,20.03740501,298.4389343,1660,7,238207,3.798192771,0.712517157,22042.24605,0.359238092,0.004608528,55589.51813,2494,6305
2/3/11,0.9202,0.94,0.9102,0.9399,0.03221552,2533.96,5290718.43,0.057222755,1435.5,34.75,1846,821,102.27,1.380900025,0.012205541,1.631600022,0.152123645,1.080030203,1308.439941,12066.7998,24.79350853,810.9000244,5914.899902,10492.37988,2913.808105,2958.800049,20.70000076,19.20444489,298.4538574,2974,9,97038,2.698658373,0.2341257,2016.058777,0.467009519,0.005072244,55589.51813,4755,8025.81
3/3/11,0.9399,0.9399,0.91,0.9391,0.032328887,2520.58,5244730,0.076297006,1421.5,34.53,1841,817,101.92,1.38500011,0.012218964,1.62770009,0.15221858,1.079797029,1330.969971,12258.2002,25.28332329,828.8900146,6005.100098,10586.01953,2902.978027,2969.23999,18.60000038,19.31549835,302.8105164,3002,13,90019,2.866968688,6.007822,2784.31854,0.505696698,0.004667272,55589.51813,4099,8606.64
4/3/11,0.9391,0.9391,0.9001,0.901,0.042416102,2469.56,5249611.44,0.057222755,1427,34.43,1828,811,104.34,1.395700097,0.012144766,1.629000187,0.152274221,1.076078773,1321.150024,12169.87988,24.95380592,824.9899902,5990.399902,10693.66016,2942.305908,2949.179932,19.05999947,19.21369362,298.3693848,2119,11,39776,4.410561208,1.31356512,2980.380266,0.549910617,0.003368363,55589.51813,2996,9345.9792
5/3/11,0.901,0.9189,0.8111,0.9103,0.124785951,11115.04,5148326.633,0.038148503,1427,34.43,1828,811,104.34,1.395700097,0.012144766,1.629000187,0.152274221,1.076078773,1321.150024,12169.87988,24.95380592,824.9899902,5990.399902,10693.66016,2942.305908,2949.179932,19.05999947,19.21369362,298.3693848,1946,12,23192,6.257120838,1.115821493,2600.968577,0.732293033,0.002448078,55589.51813,2839,12176.35715
6/3/11,0.9103,0.9098,0.81,0.8999,0.116190547,10775.11,5113241.209,0.057222755,1427,34.43,1828,811,104.34,1.395700097,0.012144766,1.629000187,0.152274221,1.076078773,1321.150024,12169.87988,24.95380592,824.9899902,5990.399902,10693.66016,2942.305908,2949.179932,19.05999947,19.21369362,298.3693848,1918,15,40280,6.410615081,4.671766438,17230.29271,0.746109882,0.002702095,55589.51813,2750,12295.55973
7/3/11,0.8999,0.909,0.846,0.885,0.071825735,13527.3,5115806.55,0.057222755,1437.5,36.6,1838,810,105.37,1.402799964,0.012140342,1.631999969,0.152320594,1.081081033,1310.130005,12090.03027,25.1497364,812.25,5973.799805,10505.01953,2996.210938,2931.419922,20.65999985,18.94529343,293.918335,2120,20,34115,5.040233491,5.180515933,15740.54397,0.649391935,0.002796774,55589.51813,2990,10685.295
8/3/11,0.885,0.885,0.85,0.87,0.040351296,3931.42,5114430.72,0.057222755,1426.25,36.37,1808,781,105.06,1.389799953,0.012158055,1.618600011,0.152237132,1.073076487,1321.819946,12214.37988,25.27441597,824.6599731,5974.799805,10525.19043,2999.941895,2945.419922,19.81999969,18.09382057,294.2412415,2530,20,37702,3.461703083,4.180683726,4025.874182,0.533330397,0.00425191,55589.51813,3547,8758.1088
9/3/11,0.87,0.87,0.85,0.8645,0.023256862,3881.22,4989216.271,0.038148503,1431,36.17,1811,800,104.39,1.392799973,0.012070007,1.622200012,0.152095884,1.077121973,1320.02002,12213.08984,24.71335793,821.1900024,5937.299805,10589.5,3002.154053,2935.110107,20.21999931,17.71436501,293.9729919,1787,25,90086,3.908385088,3.107704196,2922.430227,0.598433793,0.00372915,76192.61935,2833,6984.284153
